日期(執行日),股票代號,股票名稱,動作,買進價格,賣出價格,買進股數(股),賣出股數(股),個人漲跌幅(%),最大虧損MAE(%),異動金額(元),當下總資產估算(元)
2021-05-05,8261,富鼎,🚫 清倉賣出,,73.0,0,19944486,-10.34,-13.73,1455947519,7279737595
2021-05-06,3661,F-世芯,🚫 清倉賣出,,415.0,0,3223019,-16.83,-26.9,1337553013,6687765067
2021-05-06,8261,富鼎,🛒 新進買入,71.0,,18838774,0,-8.11,-10.61,1337553013,6687765067
2021-05-11,2495,普安,🛒 新進買入,27.55,,50714140,0,0.69,-6.58,1397174563,6985872816
2021-05-11,2605,新興,🚫 清倉賣出,,33.3,0,41957194,-2.01,-11.56,1397174563,6985872816
2021-05-11,2637,KY慧洋,🚫 清倉賣出,,72.0,0,19405202,7.36,-1.09,1397174563,6985872816
2021-05-11,3060,銘異,🛒 新進買入,32.25,,43323242,0,-14.76,-15.39,1397174563,6985872816
2021-05-11,3362,先進光,🛒 新進買入,72.0,,19405202,0,-4.55,-10.18,1397174563,6985872816
2021-05-11,8261,富鼎,🚫 清倉賣出,,65.5,0,21330909,-8.11,-10.61,1397174563,6985872816
2021-05-12,2495,普安,🚫 清倉賣出,,27.85,0,51533279,0.69,-6.58,1435201833,7176009166
2021-05-12,2601,益航,🚫 清倉賣出,,15.3,0,93804041,-3.24,-14.64,1435201833,7176009166
2021-05-12,3060,銘異,🚫 清倉賣出,,27.6,0,52000066,-14.76,-15.39,1435201833,7176009166
2021-05-12,3362,先進光,🚫 清倉賣出,,69.0,0,20800026,-4.55,-10.18,1435201833,7176009166
2021-05-12,6116,彩晶,🚫 清倉賣出,,19.7,0,72852884,-16.5,-20.89,1435201833,7176009166
2021-05-31,1760,寶齡,🛒 新進買入,107.5,,11900935,0,0.53,-10.0,1279350518,6396752594
2021-05-31,2617,台航,🛒 新進買入,38.8,,32972951,0,10.39,-1.59,1279350518,6396752594
2021-05-31,6150,撼訊,🛒 新進買入,153.5,,8334531,0,18.1,0.0,1279350518,6396752594
2021-05-31,6547,高端疫苗,🛒 新進買入,389.0,,3288818,0,-19.21,-18.93,1279350518,6396752594
2021-05-31,6589,台康生技,🛒 新進買入,162.5,,7872926,0,-8.67,-10.81,1279350518,6396752594
2021-06-01,1732,毛寶,🛒 新進買入,36.2,,35341174,0,1.81,0.0,1279350518,6396752594
2021-06-01,6547,高端疫苗,🚫 清倉賣出,,315.5,0,4054993,-19.21,-18.93,1279350518,6396752594
2021-06-02,1732,毛寶,🚫 清倉賣出,,37.0,0,32562394,1.81,0.0,1204808591,6024042959
2021-06-02,2615,萬海,🛒 新進買入,159.5,,7553658,0,13.66,-4.12,1204808591,6024042959
2021-06-02,2617,台航,🚫 清倉賣出,,43.0,0,28018804,10.39,-1.59,1204808591,6024042959
2021-06-02,3228,金麗科,🛒 新進買入,326.0,,3695731,0,-4.98,-4.95,1204808591,6024042959
2021-06-02,4746,台耀,🛒 新進買入,97.0,,12420707,0,5.77,-6.23,1204808591,6024042959
2021-06-02,6589,台康生技,🚫 清倉賣出,,149.0,0,8085963,-8.67,-10.81,1204808591,6024042959
2021-06-03,3228,金麗科,🚫 清倉賣出,,311.0,0,4059302,-4.98,-4.95,1262443051,6312215255
2021-06-03,5603,陸海,🛒 新進買入,31.65,,39887616,0,1.49,-0.36,1262443051,6312215255
2021-06-03,6150,撼訊,🚫 清倉賣出,,182.0,0,6936500,18.1,0.0,1262443051,6312215255
2021-06-03,6485,點序,🛒 新進買入,113.5,,11122846,0,-0.39,-1.37,1262443051,6312215255
2021-06-04,1760,寶齡,🚫 清倉賣出,,108.5,0,11307591,0.53,-10.0,1226873632,6134368162
2021-06-04,2014,中鴻,🛒 新進買入,51.0,,24056345,0,-3.52,-8.28,1226873632,6134368162
2021-06-07,2636,台驊,🛒 新進買入,130.0,,9767116,0,34.08,-5.81,1269725101,6348625506
2021-06-07,2642,宅配通,🛒 新進買入,81.2,,15637008,0,0.71,0.0,1269725101,6348625506
2021-06-07,5603,陸海,🚫 清倉賣出,,32.25,0,39371320,1.49,-0.36,1269725101,6348625506
2021-06-07,6485,點序,🚫 清倉賣出,,113.5,0,11187005,-0.39,-1.37,1269725101,6348625506
2021-06-08,1455,集盛,🛒 新進買入,25.8,,48172037,0,-1.36,-3.92,1242838571,6214192856
2021-06-08,2642,宅配通,🚫 清倉賣出,,82.1,0,15138106,0.71,0.0,1242838571,6214192856
2021-06-09,1455,集盛,🚫 清倉賣出,,25.55,0,47766634,-1.36,-3.92,1220437501,6102187505
2021-06-09,2038,海光,🛒 新進買入,43.4,,28120679,0,28.52,-5.46,1220437501,6102187505
2021-06-11,3530,晶相光,🛒 新進買入,170.0,,7192193,0,8.39,-3.87,1222672907,6113364535
2021-06-11,4746,台耀,🚫 清倉賣出,,103.0,0,11870610,5.77,-6.23,1222672907,6113364535
2021-06-15,1455,集盛,🛒 新進買入,25.8,,48365889,0,-0.01,-4.31,1247839960,6239199802
2021-06-15,2615,萬海,🚫 清倉賣出,,182.0,0,6856263,13.66,-4.12,1247839960,6239199802
2021-06-17,2014,中鴻,🚫 清倉賣出,,49.4,0,27859734,-3.52,-8.28,1376270900,6881354500
2021-06-17,2028,威致,🛒 新進買入,44.2,,31137350,0,24.84,0.0,1376270900,6881354500
2021-06-18,2465,麗臺,🛒 新進買入,89.8,,15436097,0,-1.5,0.0,1386161545,6930807727
2021-06-18,2636,台驊,🚫 清倉賣出,,175.0,0,7920923,34.08,-5.81,1386161545,6930807727
2021-06-21,1455,集盛,🚫 清倉賣出,,25.9,0,56175401,-0.01,-4.31,1454942910,7274714551
2021-06-21,2465,麗臺,🚫 清倉賣出,,88.8,0,16384492,-1.5,0.0,1454942910,7274714551
2021-06-21,2614,東森,🛒 新進買入,32.65,,44561804,0,34.23,0.0,1454942910,7274714551
2021-06-21,6485,點序,🛒 新進買入,126.0,,11547165,0,7.12,0.0,1454942910,7274714551
2021-06-22,2028,威致,🚫 清倉賣出,,55.4,0,26814932,24.84,0.0,1485547273,7427736367
2021-06-22,2038,海光,🚫 清倉賣出,,56.0,0,26527629,28.52,-5.46,1485547273,7427736367
2021-06-22,3169,亞信,🛒 新進買入,168.0,,8842543,0,9.09,-2.43,1485547273,7427736367
2021-06-22,8905,裕國,🛒 新進買入,35.1,,42323284,0,0.6,-6.03,1485547273,7427736367
2021-06-23,8040,九暘電,🛒 新進買入,67.9,,22324369,0,0.93,-0.64,1515824655,7579123276
2021-06-23,8905,裕國,🚫 清倉賣出,,35.45,0,42759510,0.6,-6.03,1515824655,7579123276
2021-06-24,2609,陽明,🛒 新進買入,133.0,,14797425,0,50.53,0.0,1968057559,7872230236
2021-06-24,2614,東森,📈 加碼微調,32.3,,12186114,0,34.23,0.0,393611511,7872230236
2021-06-24,3169,亞信,📈 加碼微調,172.0,,2288439,0,9.09,-2.43,393611511,7872230236
2021-06-24,3530,晶相光,🚫 清倉賣出,,185.0,0,8510519,8.39,-3.87,1574446047,7872230236
2021-06-24,6485,點序,🚫 清倉賣出,,135.5,0,11619528,7.12,0.0,1574446047,7872230236
2021-06-24,6756,威鋒電子,🛒 新進買入,396.0,,4969842,0,12.31,-3.45,1968057559,7872230236
2021-06-24,8040,九暘電,🚫 清倉賣出,,68.8,0,22884390,0.93,-0.64,1574446047,7872230236
2021-06-25,2609,陽明,📉 減碼微調,,153.0,0,2613048,50.53,0.0,399796371,7995927425
2021-06-25,2614,東森,📉 減碼微調,,37.25,0,10732788,34.23,0.0,399796371,7995927425
2021-06-25,3169,亞信,📉 減碼微調,,174.0,0,2297680,9.09,-2.43,399796371,7995927425
2021-06-25,5608,四維航,🛒 新進買入,58.4,,27383313,0,1.48,0.0,1599185485,7995927425
2021-06-25,6756,威鋒電子,📉 減碼微調,,382.0,0,1046587,12.31,-3.45,399796371,7995927425
2021-06-28,1905,華紙,🛒 新進買入,28.15,,59951745,0,-2.34,-2.18,1687641644,8438208224
2021-06-28,5608,四維航,🚫 清倉賣出,,59.5,0,28363725,1.48,0.0,1687641644,8438208224
2021-06-30,1905,華紙,🚫 清倉賣出,,27.6,0,65147351,-2.34,-2.18,1798066898,8990334492
2021-06-30,2605,新興,🛒 新進買入,50.0,,35961337,0,3.39,-7.34,1798066898,8990334492
2021-07-01,2601,益航,🛒 新進買入,25.95,,69387559,0,-14.79,-23.74,1800607170,9003035853
2021-07-01,2614,東森,🚫 清倉賣出,,44.0,0,40922890,34.23,0.0,1800607170,9003035853
2021-07-02,1905,華紙,🛒 新進買入,29.4,,64799218,0,-1.07,-2.77,1905097031,9525485155
2021-07-02,3169,亞信,🚫 清倉賣出,,184.0,0,10353788,9.09,-2.43,1905097031,9525485155
2021-07-05,1905,華紙,🚫 清倉賣出,,29.2,0,66150609,-1.07,-2.77,1931597799,9657988998
2021-07-05,2607,榮運,🛒 新進買入,45.85,,42128632,0,-18.53,-20.87,1931597799,9657988998
2021-07-06,1905,華紙,🛒 新進買入,29.35,,64674732,0,2.15,0.0,1898203406,9491017031
2021-07-06,2030,彰源,🛒 新進買入,37.8,,50217021,0,-1.45,-3.62,1898203406,9491017031
2021-07-06,2609,陽明,🚫 清倉賣出,,201.0,0,9443798,50.53,0.0,1898203406,9491017031
2021-07-06,6756,威鋒電子,🚫 清倉賣出,,446.5,0,4251295,12.31,-3.45,1898203406,9491017031
2021-07-07,1905,華紙,🚫 清倉賣出,,30.1,0,62083536,2.15,0.0,1868714436,9343572183
2021-07-07,3141,晶宏,🛒 新進買入,146.5,,12755729,0,5.04,-5.85,1868714436,9343572183
2021-07-08,2023,燁輝,🛒 新進買入,35.15,,53706988,0,12.92,-4.17,1887800632,9439003161
2021-07-08,2030,彰源,🚫 清倉賣出,,37.4,0,50475952,-1.45,-3.62,1887800632,9439003161
2021-07-12,2030,彰源,🛒 新進買入,44.05,,43893848,0,-11.25,-18.99,1933524044,9667620224
2021-07-12,2605,新興,🚫 清倉賣出,,51.9,0,37254798,3.39,-7.34,1933524044,9667620224
2021-07-13,2069,運錩,🛒 新進買入,42.0,,44962445,0,-14.62,-15.52,1888422712,9442113562
2021-07-13,2601,益航,🚫 清倉賣出,,22.2,0,85064086,-14.79,-23.74,1888422712,9442113562
2021-07-14,2069,運錩,🚫 清倉賣出,,36.0,0,52883310,-14.62,-15.52,1903799165,9518995825
2021-07-14,2486,一詮,🛒 新進買入,50.9,,37402734,0,16.83,-0.44,1903799165,9518995825
2021-07-15,2069,運錩,🛒 新進買入,36.5,,47236825,0,23.76,0.0,1724144120,8620720600
2021-07-15,2607,榮運,🚫 清倉賣出,,37.5,0,45977176,-18.53,-20.87,1724144120,8620720600
2021-07-16,2030,彰源,🚫 清倉賣出,,39.25,0,42245031,-11.25,-18.99,1658117488,8290587441
2021-07-16,6509,聚和,🛒 新進買入,56.5,,29347212,0,19.88,0.0,1658117488,8290587441
2021-07-19,3035,智原,🛒 新進買入,109.0,,16459389,0,-0.03,-2.92,1794073444,8970367224
2021-07-19,3141,晶宏,🚫 清倉賣出,,154.5,0,11612125,5.04,-5.85,1794073444,8970367224
2021-07-20,2023,燁輝,🚫 清倉賣出,,39.85,0,46456241,12.92,-4.17,1851281227,9256406139
2021-07-20,2069,運錩,🚫 清倉賣出,,45.35,0,40822077,23.76,0.0,1851281227,9256406139
2021-07-20,3228,金麗科,🛒 新進買入,444.5,,4164862,0,-0.62,-5.78,1851281227,9256406139
2021-07-20,3675,德微,🛒 新進買入,166.0,,11152296,0,-7.0,-6.97,1851281227,9256406139
2021-07-21,3372,典範,🛒 新進買入,29.6,,68283102,0,4.32,0.0,2021179822,10105899112
2021-07-21,6509,聚和,🚫 清倉賣出,,68.0,0,29723232,19.88,0.0,2021179822,10105899112
2021-07-23,3372,典範,🚫 清倉賣出,,31.0,0,64428741,4.32,0.0,1997290982,9986454910
2021-07-23,6104,創惟,🛒 新進買入,121.0,,16506537,0,12.78,-6.24,1997290982,9986454910
2021-07-26,2486,一詮,🚫 清倉賣出,,59.7,0,35473327,16.83,-0.44,2117757668,10588788344
2021-07-26,6229,研通,🛒 新進買入,51.4,,41201511,0,-1.17,-8.8,2117757668,10588788344
2021-07-28,3675,德微,🚫 清倉賣出,,155.0,0,13781278,-7.0,-6.97,2136098205,10680491028
2021-07-28,9962,有益,🛒 新進買入,22.5,,94937698,0,-12.13,-6.27,2136098205,10680491028
2021-07-29,3035,智原,🚫 清倉賣出,,108.5,0,18835907,-0.03,-2.92,2043695986,10218479934
2021-07-29,6226,光鼎,🛒 新進買入,16.1,,126937638,0,18.78,0.0,2043695986,10218479934
2021-07-30,3228,金麗科,🚫 清倉賣出,,443.5,0,4256102,-0.62,-5.78,1887581636,9437908181
2021-07-30,5340,建榮,🛒 新進買入,46.0,,41034383,0,-0.72,-2.0,1887581636,9437908181
2021-08-02,2609,陽明,🛒 新進買入,114.5,,17840693,0,8.3,0.0,2042759370,10213796850
2021-08-02,5340,建榮,🚫 清倉賣出,,45.85,0,44553094,-0.72,-2.0,2042759370,10213796850
2021-08-02,6226,光鼎,🚫 清倉賣出,,19.2,0,106393717,18.78,0.0,2042759370,10213796850
2021-08-02,6568,宏觀,🛒 新進買入,210.0,,9727425,0,9.09,0.0,2042759370,10213796850
2021-08-04,5475,德宏,🛒 新進買入,35.8,,61207974,0,-14.31,-21.13,2191245482,10956227412
2021-08-04,6104,創惟,🚫 清倉賣出,,137.0,0,15994492,12.78,-6.24,2191245482,10956227412
2021-08-04,6226,光鼎,🛒 新進買入,19.1,,114724894,0,-11.35,-14.18,2191245482,10956227412
2021-08-04,6229,研通,🚫 清倉賣出,,51.0,0,42965597,-1.17,-8.8,2191245482,10956227412
2021-08-09,1783,和康生,🛒 新進買入,75.4,,30584575,0,-12.81,-13.57,2306076979,11530384899
2021-08-09,9962,有益,🚫 清倉賣出,,19.85,0,116175162,-12.13,-6.27,2306076979,11530384899
2021-08-10,3114,好德,🛒 新進買入,38.05,,59152433,0,-6.03,-16.69,2250750083,11253750418
2021-08-10,6226,光鼎,🚫 清倉賣出,,17.0,0,132397063,-11.35,-14.18,2250750083,11253750418
2021-08-12,1734,杏輝,🛒 新進買入,37.0,,55878525,0,5.93,-2.75,2067505446,10337527234
2021-08-12,2609,陽明,🚫 清倉賣出,,124.5,0,16606469,8.3,0.0,2067505446,10337527234
2021-08-12,3663,鑫科,🛒 新進買入,40.9,,50550255,0,-13.55,-8.36,2067505446,10337527234
2021-08-12,6568,宏觀,🚫 清倉賣出,,230.0,0,8989154,9.09,0.0,2067505446,10337527234
2021-08-16,1734,杏輝,📈 加碼微調,39.7,,13026614,0,5.93,-2.75,517156607,10343132149
2021-08-16,1783,和康生,📈 加碼微調,71.1,,7273651,0,-12.81,-13.57,517156607,10343132149
2021-08-16,3114,好德,📈 加碼微調,35.4,,14608943,0,-6.03,-16.69,517156607,10343132149
2021-08-16,3663,鑫科,🚫 清倉賣出,,35.5,0,58271167,-13.55,-8.36,2068626429,10343132149
2021-08-16,4192,杏國,🛒 新進買入,92.0,,28106337,0,-5.81,-14.93,2585783037,10343132149
2021-08-16,5475,德宏,🚫 清倉賣出,,30.8,0,67163195,-14.31,-21.13,2068626429,10343132149
2021-08-17,1734,杏輝,📉 減碼微調,,36.7,0,13726141,5.93,-2.75,503749385,10074987701
2021-08-17,1783,和康生,📉 減碼微調,,68.7,0,7332596,-12.81,-13.57,503749385,10074987701
2021-08-17,3114,好德,📉 減碼微調,,34.9,0,14434079,-6.03,-16.69,503749385,10074987701
2021-08-17,4192,杏國,📉 減碼微調,,88.0,0,5724424,-5.81,-14.93,503749385,10074987701
2021-08-17,6727,亞泰金屬,🛒 新進買入,78.8,,25571034,0,2.51,-12.48,2014997540,10074987701
2021-08-18,1783,和康生,🚫 清倉賣出,,66.0,0,29548689,-12.81,-13.57,1950213487,9751067435
2021-08-18,8476,台境,🛒 新進買入,44.3,,44022877,0,11.3,0.0,1950213487,9751067435
2021-08-23,1734,杏輝,📈 加碼微調,39.85,,11160793,0,5.93,-2.75,444757640,8895152813
2021-08-23,3114,好德,🚫 清倉賣出,,34.75,0,51195124,-6.03,-16.69,1779030562,8895152813
2021-08-23,4192,杏國,📈 加碼微調,91.9,,4839582,0,-5.81,-14.93,444757640,8895152813
2021-08-23,6727,亞泰金屬,📈 加碼微調,72.0,,6177189,0,2.51,-12.48,444757640,8895152813
2021-08-23,8476,台境,📈 加碼微調,48.0,,9265784,0,11.3,0.0,444757640,8895152813
2021-08-24,1734,杏輝,🚫 清倉賣出,,39.35,0,59307493,5.93,-2.75,2333749860,9334999440
2021-08-24,4192,杏國,🚫 清倉賣出,,87.0,0,26824711,-5.81,-14.93,2333749860,9334999440
2021-08-24,8476,台境,🚫 清倉賣出,,49.5,0,47146461,11.3,0.0,2333749860,9334999440
2021-08-26,3527,聚積,🛒 新進買入,247.0,,9657467,0,5.3,-6.32,2385394517,9541578069
2021-08-27,6727,亞泰金屬,🚫 清倉賣出,,81.1,0,29597558,2.51,-12.48,2400361970,9601447883
2021-08-31,3675,德微,🛒 新進買入,178.5,,13374080,0,8.12,-3.69,2387273439,9549093757
2021-09-01,2013,中鋼構,🛒 新進買入,72.0,,33645635,0,-2.05,-3.38,2422485767,9689943069
2021-09-01,6469,大樹,🛒 新進買入,272.5,,8889856,0,-12.09,-12.15,2422485767,9689943069
2021-09-07,2013,中鋼構,📉 減碼微調,,74.8,0,6680330,-2.05,-3.38,499688748,9993774970
2021-09-07,3527,聚積,📉 減碼微調,,259.0,0,1929300,5.3,-6.32,499688748,9993774970
2021-09-07,3675,德微,📉 減碼微調,,174.5,0,2863545,8.12,-3.69,499688748,9993774970
2021-09-07,4175,杏一,🛒 新進買入,89.1,,22432715,0,-0.95,-2.4,1998754994,9993774970
2021-09-07,6469,大樹,📉 減碼微調,,266.0,0,1878529,-12.09,-12.15,499688748,9993774970
2021-09-08,4175,杏一,🚫 清倉賣出,,88.6,0,21950310,-0.95,-2.4,1944797488,9723987441
2021-09-08,6568,宏觀,🛒 新進買入,320.0,,6077492,0,1.78,-5.51,1944797488,9723987441
2021-09-10,3527,聚積,🚫 清倉賣出,,259.0,0,7207529,5.3,-6.32,1866750074,9333750372
2021-09-10,3675,德微,🚫 清倉賣出,,191.5,0,9748042,8.12,-3.69,1866750074,9333750372
2021-09-10,4175,杏一,🛒 新進買入,90.3,,20672758,0,-6.24,-9.23,1866750074,9333750372
2021-09-10,8121,越峰,🛒 新進買入,30.5,,61204920,0,47.61,0.0,1866750074,9333750372
2021-09-13,2013,中鋼構,🚫 清倉賣出,,70.8,0,27386700,-2.05,-3.38,1938978386,9694891933
2021-09-13,3701,大眾控,🛒 新進買入,27.1,,71549017,0,9.16,-4.47,1938978386,9694891933
2021-09-13,5227,立凱-KY,🛒 新進買入,31.45,,61652730,0,12.43,0.0,1938978386,9694891933
2021-09-13,6469,大樹,🚫 清倉賣出,,240.5,0,8062280,-12.09,-12.15,1938978386,9694891933
2021-09-15,3701,大眾控,📈 加碼微調,27.9,,17943706,0,9.16,-4.47,500629425,10012588502
2021-09-15,4175,杏一,📈 加碼微調,88.9,,5631377,0,-6.24,-9.23,500629425,10012588502
2021-09-15,5227,立凱-KY,🚫 清倉賣出,,35.5,0,56408949,12.43,0.0,2002517700,10012588502
2021-09-15,6568,宏觀,📈 加碼微調,370.0,,1353052,0,1.78,-5.51,500629425,10012588502
2021-09-15,8121,越峰,📈 加碼微調,37.6,,13314612,0,47.61,0.0,500629425,10012588502
2021-09-16,4175,杏一,🚫 清倉賣出,,85.0,0,31319200,-6.24,-9.23,2662132042,10648528168
2021-09-17,3232,昱捷,🛒 新進買入,33.05,,81919615,0,6.39,0.0,2707443301,10829773206
2021-09-22,6568,宏觀,🚫 清倉賣出,,327.0,0,7999691,1.78,-5.51,2615898996,10463595986
2021-09-23,1727,中華化,🛒 新進買入,32.2,,82693060,0,-21.43,-18.98,2662716545,10650866183
2021-09-23,8121,越峰,🚫 清倉賣出,,45.2,0,58909658,47.61,0.0,2662716545,10650866183
2021-09-24,3701,大眾控,🚫 清倉賣出,,29.7,0,89231809,9.16,-4.47,2650184737,10600738948
2021-09-28,3141,晶宏,🛒 新進買入,170.0,,16521297,0,-5.06,-19.18,2808620527,11234482110
2021-09-28,8121,越峰,🛒 新進買入,50.0,,56172410,0,-23.5,-24.14,2808620527,11234482110
2021-10-05,1727,中華化,🚫 清倉賣出,,25.4,0,96829231,-21.43,-18.98,2459462480,9837849920
2021-10-05,3232,昱捷,🚫 清倉賣出,,35.3,0,69673158,6.39,0.0,2459462480,9837849920
2021-10-06,4141,龍燈-KY,🛒 新進買入,22.5,,105180996,0,30.37,0.0,2366572424,9466289699
2021-10-06,5321,美而快,🛒 新進買入,108.5,,21811727,0,11.54,-2.81,2366572424,9466289699
2021-10-08,3141,晶宏,🚫 清倉賣出,,161.5,0,14969886,-5.06,-19.18,2417636645,9670546583
2021-10-08,8121,越峰,🚫 清倉賣出,,38.4,0,62959287,-23.5,-24.14,2417636645,9670546583
2021-10-13,4192,杏國,🛒 新進買入,128.5,,20372629,0,-14.35,-14.05,2617882936,10471531744
2021-10-20,1721,三晃,🛒 新進買入,17.35,,149084520,0,-2.4,-5.52,2586616434,10346465738
2021-10-21,2243,宏旭-KY,🛒 新進買入,21.3,,122821144,0,-3.9,-8.02,2616090369,10464361479
2021-10-21,4141,龍燈-KY,🚫 清倉賣出,,29.45,0,88831591,30.37,0.0,2616090369,10464361479
2021-10-21,5321,美而快,🚫 清倉賣出,,121.5,0,21531607,11.54,-2.81,2616090369,10464361479
2021-10-22,4743,合一,🛒 新進買入,247.0,,10907505,0,10.9,-0.86,2694153736,10776614947
2021-10-25,4192,杏國,🚫 清倉賣出,,110.5,0,24089097,-14.35,-14.05,2661845276,10647381104
2021-10-25,8121,越峰,🛒 新進買入,36.85,,72234607,0,27.04,0.0,2661845276,10647381104
2021-10-28,1721,三晃,📉 減碼微調,,16.5,0,32338421,-2.4,-5.52,533583951,10671679022
2021-10-28,2243,宏旭-KY,🚫 清倉賣出,,20.55,0,129825778,-3.9,-8.02,2667919755,10671679022
2021-10-28,2498,宏達電,🛒 新進買入,59.7,,35751018,0,46.99,-0.05,2134335804,10671679022
2021-10-28,3675,德微,🛒 新進買入,260.5,,8193227,0,-2.12,-7.53,2134335804,10671679022
2021-10-28,4743,合一,📉 減碼微調,,253.0,0,2109027,10.9,-0.86,533583951,10671679022
2021-10-28,8121,越峰,📉 減碼微調,,41.95,0,12719522,27.04,0.0,533583951,10671679022
2021-11-01,1721,三晃,🚫 清倉賣出,,17.0,0,129972019,-2.4,-5.52,2209524324,11047621621
2021-11-01,5321,美而快,🛒 新進買入,126.0,,17535907,0,-3.16,-9.57,2209524324,11047621621
2021-11-02,2498,宏達電,📈 加碼微調,74.8,,7729706,0,46.99,-0.05,578182052,11563641043
2021-11-02,3675,德微,📈 加碼微調,304.0,,1901914,0,-2.12,-7.53,578182052,11563641043
2021-11-02,4743,合一,📈 加碼微調,265.5,,2177710,0,10.9,-0.86,578182052,11563641043
2021-11-02,4968,立積,🛒 新進買入,305.0,,9478394,0,-2.35,-6.27,2890910260,11563641043
2021-11-02,5321,美而快,🚫 清倉賣出,,122.5,0,18879413,-3.16,-9.57,2312728208,11563641043
2021-11-02,8121,越峰,🚫 清倉賣出,,47.0,0,49206983,27.04,0.0,2312728208,11563641043
2021-11-03,4743,合一,🚫 清倉賣出,,275.0,0,10812251,10.9,-0.86,2973369125,11893476502
2021-11-03,8121,越峰,🛒 新進買入,46.0,,64638459,0,15.2,0.0,2973369125,11893476502
2021-11-04,5321,美而快,🛒 新進買入,119.0,,24087090,0,3.79,0.0,2866363825,11465455301
2021-11-04,8121,越峰,🚫 清倉賣出,,53.2,0,53879019,15.2,0.0,2866363825,11465455301
2021-11-05,3491,昇達科,🛒 新進買入,141.0,,20840638,0,5.96,0.0,2938530069,11754120278
2021-11-05,5321,美而快,🚫 清倉賣出,,124.0,0,23697823,3.79,0.0,2938530069,11754120278
2021-11-09,3491,昇達科,🚫 清倉賣出,,150.0,0,20203485,5.96,0.0,3030522855,12122091422
2021-11-09,5351,鈺創,🛒 新進買入,83.4,,36337204,0,13.58,-8.68,3030522855,12122091422
2021-11-11,2498,宏達電,📉 減碼微調,,85.0,0,7331111,46.99,-0.05,623144495,12462889905
2021-11-11,3491,昇達科,🛒 新進買入,150.5,,16561979,0,19.13,0.0,2492577981,12462889905
2021-11-11,3675,德微,🚫 清倉賣出,,256.0,0,12170790,-2.12,-7.53,3115722476,12462889905
2021-11-11,4968,立積,📉 減碼微調,,286.0,0,2178826,-2.35,-6.27,623144495,12462889905
2021-11-11,5227,立凱-KY,🛒 新進買入,42.9,,58102050,0,16.32,-0.28,2492577981,12462889905
2021-11-11,5351,鈺創,📉 減碼微調,,78.2,0,7968599,13.58,-8.68,623144495,12462889905
2021-11-12,1611,中電,🛒 新進買入,14.1,,181600752,0,2.43,-2.17,2560570610,12802853053
2021-11-12,2498,宏達電,🚫 清倉賣出,,88.1,0,29064365,46.99,-0.05,2560570610,12802853053
2021-11-12,4968,立積,🚫 清倉賣出,,299.0,0,8563781,-2.35,-6.27,2560570610,12802853053
2021-11-12,6441,廣錠,🛒 新進買入,63.1,,40579565,0,-2.76,-4.32,2560570610,12802853053
2021-11-15,6441,廣錠,🚫 清倉賣出,,61.6,0,40312822,-2.76,-4.32,2483269894,12416349473
2021-11-15,8121,越峰,🛒 新進買入,46.3,,53634338,0,14.23,0.0,2483269894,12416349473
2021-11-16,1721,三晃,🛒 新進買入,23.7,,109533810,0,11.79,-3.42,2595951312,12979756563
2021-11-16,5227,立凱-KY,🚫 清倉賣出,,50.1,0,51815395,16.32,-0.28,2595951312,12979756563
2021-11-17,3491,昇達科,🚫 清倉賣出,,180.0,0,15319237,19.13,0.0,2757462781,13787313905
2021-11-17,6441,廣錠,🛒 新進買入,64.8,,42553437,0,-1.47,-4.06,2757462781,13787313905
2021-11-18,1611,中電,🚫 清倉賣出,,14.5,0,192117868,2.43,-2.17,2785709095,13928545476
2021-11-18,3508,位速,🛒 新進買入,54.8,,50834107,0,1.79,-10.99,2785709095,13928545476
2021-11-18,6118,建達,🛒 新進買入,28.5,,97744178,0,-0.74,-0.4,2785709095,13928545476
2021-11-18,6441,廣錠,🚫 清倉賣出,,64.1,0,43458800,-1.47,-4.06,2785709095,13928545476
2021-11-19,3228,金麗科,🛒 新進買入,517.0,,5468538,0,-3.67,-9.52,2827234639,14136173195
2021-11-19,6118,建達,🚫 清倉賣出,,28.4,0,99550515,-0.74,-0.4,2827234639,14136173195
2021-11-23,3419,譁裕,🛒 新進買入,29.2,,98764334,0,8.47,-4.16,2883918557,14419592787
2021-11-23,5351,鈺創,🚫 清倉賣出,,95.1,0,30325116,13.58,-8.68,2883918557,14419592787
2021-11-26,3016,嘉晶,🛒 新進買入,141.5,,20449725,0,-0.39,-3.23,2893636113,14468180567
2021-11-26,3419,譁裕,🚫 清倉賣出,,31.8,0,90994846,8.47,-4.16,2893636113,14468180567
2021-11-29,3444,利機,🛒 新進買入,66.0,,44093883,0,4.28,-1.11,2910196332,14550981664
2021-11-29,8121,越峰,🚫 清倉賣出,,53.1,0,54805957,14.23,0.0,2910196332,14550981664
2021-11-30,1721,三晃,🚫 清倉賣出,,26.6,0,105809925,11.79,-3.42,2814544021,14072720109
2021-11-30,3419,譁裕,🛒 新進買入,30.5,,92280131,0,-5.95,-9.55,2814544021,14072720109
2021-12-01,3228,金麗科,🚫 清倉賣出,,500.0,0,5897222,-3.67,-9.52,2948611414,14743057073
2021-12-01,3419,譁裕,🚫 清倉賣出,,28.8,0,102382340,-5.95,-9.55,2948611414,14743057073
2021-12-01,5236,凌陽創新,🛒 新進買入,160.0,,18428821,0,4.59,-0.05,2948611414,14743057073
