股票代號,股票名稱,買進日期,賣出日期,買進價格,賣出價格,個人漲跌幅(%),同期大盤漲跌幅(%),最大虧損MAE(%),RSI_14,乖離率20MA(%),外資買賣超(股),投信買賣超(股),散戶融資增減(張),營收年增率(%)
5309,系統電,2020-01-07,2020-01-17,,,13.05,1.77,-0.66,76.72,21.63,-15000.0,0.0,0.0,0.03
6523,達爾膚,2020-01-07,2020-01-17,,,-0.39,1.77,-4.44,78.7,23.32,-42000.0,0.0,0.0,-36.63
6538,倉和,2020-01-14,2020-01-31,,,-1.95,-5.62,-3.63,68.35,5.34,134000.0,-1000.0,0.0,102.8
1732,毛寶,2020-02-13,2020-02-18,,,3.61,-1.21,-1.3,70.23,20.0,-11000.0,0.0,0.0,0.32
9919,康那香,2020-02-13,2020-02-19,,,-0.69,-0.28,-2.97,71.83,17.990000000000002,97150.0,0.0,0.0,12.97
9944,新麗,2020-02-13,2020-02-19,,,2.8,-0.28,-0.05,54.07,-6.04,14000.0,0.0,0.0,3.73
1325,恆大,2020-02-13,2020-02-24,,,17.09,-2.18,-0.05,65.69,12.049999999999999,-12000.0,0.0,0.0,-25.65
2928,紅馬-KY,2020-02-20,2020-03-04,,,-0.97,-2.84,-9.31,89.98,35.27,-72000.0,0.0,0.0,46.0
3374,精材,2020-02-20,2020-03-04,,,2.47,-2.84,-2.7,60.09,4.63,-1476000.0,-1331000.0,0.0,116.75
6169,昱泉,2020-02-20,2020-03-04,,,-3.26,-2.84,-10.01,85.35,34.1,11000.0,0.0,0.0,4.18
4944,兆遠,2020-02-24,2020-03-06,,,13.53,-1.85,-0.66,83.52,32.550000000000004,28000.0,0.0,0.0,-63.16
1781,合世,2020-03-06,2020-03-10,,,-10.36,-2.81,-10.04,62.39,5.99,6001.0,0.0,0.0,68.32
1732,毛寶,2020-03-06,2020-03-13,,,-16.59,-10.54,-20.71,67.02,16.98,33000.0,0.0,0.0,-20.95
4121,優盛,2020-03-10,2020-03-13,,,-22.41,-7.95,-22.14,74.42,20.52,55000.0,0.0,0.0,4.42
4171,瑞基,2020-03-06,2020-03-13,,,-23.61,-10.54,-23.35,69.96,17.28,-19000.0,0.0,0.0,49.19
6538,倉和,2020-03-09,2020-03-13,,,-19.88,-7.73,-11.22,87.97,26.540000000000003,340000.0,-18000.0,0.0,53.13
6547,高端疫苗,2020-03-03,2020-03-13,,,-29.45,-10.58,-29.2,85.6,40.03,221000.0,0.0,0.0,
1795,美時,2020-04-06,2020-04-07,,,3.49,1.81,0.0,32.82,-8.39,331000.0,-7000.0,0.0,-48.62
6426,統新,2020-04-06,2020-04-08,,,13.34,3.25,0.0,33.25,-8.77,65000.0,0.0,0.0,63.11
5457,宣德,2020-04-06,2020-04-09,,,18.02,3.08,0.0,31.17,-8.01,-85000.0,0.0,0.0,306.43
6446,藥華藥,2020-04-07,2020-04-09,,,5.24,1.25,0.0,40.47,-3.8600000000000003,-5000.0,0.0,0.0,-98.94
4130,健亞,2020-04-06,2020-04-15,,,-6.54,6.42,-10.49,66.3,25.759999999999998,7500.0,0.0,0.0,27.57
6415,矽力*-KY,2020-04-06,2020-04-15,,,9.57,6.42,0.0,49.3,9.36,84108.0,10000.0,0.0,71.61
4747,強生,2020-04-08,2020-04-17,,,-0.71,4.55,-5.04,64.67,13.170000000000002,0.0,0.0,0.0,76.98
5443,均豪,2020-04-09,2020-04-17,,,3.61,4.72,-0.33,74.74,15.75,-78000.0,0.0,0.0,-32.06
3373,熱映,2020-04-17,2020-04-29,,,22.42,1.66,-5.07,64.95,23.82,99000.0,0.0,0.0,238.56
4760,勤凱,2020-04-17,2020-04-29,,,5.01,1.66,-11.66,88.33,45.23,-5000.0,60000.0,0.0,98.97
1472,三洋實業,2020-04-20,2020-04-30,,,19.7,3.83,0.0,62.44,10.67,-26000.0,0.0,0.0,-41.68
3552,同致,2020-04-21,2020-05-04,,,-2.83,4.2,-11.35,88.35,38.07,463000.0,0.0,0.0,-43.04
4128,中天,2020-04-24,2020-05-07,,,17.09,4.79,-1.11,80.43,32.29,214001.0,0.0,0.0,26.9
4729,熒茂,2020-05-05,2020-05-08,,,-6.86,1.18,-9.13,89.6,39.94,-9000.0,0.0,0.0,-19.57
9944,新麗,2020-05-07,2020-05-11,,,-21.68,1.57,-25.04,94.18,32.16,-226000.0,0.0,0.0,-21.41
1325,恆大,2020-05-08,2020-05-12,,,-10.36,-0.2,-13.04,86.22,43.55,-208000.0,-255000.0,0.0,283.24
3373,熱映,2020-05-11,2020-05-18,,,6.06,-2.48,-4.67,81.08,33.1,-144000.0,0.0,0.0,238.56
6531,愛普,2020-05-07,2020-05-19,,,11.27,0.16,-3.95,91.09,41.33,392000.0,0.0,0.0,111.0
8403,盛弘,2020-05-07,2020-05-19,,,-16.05,0.16,-25.28,84.13,33.5,308000.0,-40000.0,0.0,25.1
1325,恆大,2020-05-19,2020-05-20,,,9.49,0.44,-0.05,75.9,41.31,58000.0,0.0,0.0,369.31
6589,台康生技,2020-05-08,2020-05-20,,,-3.12,0.06,-17.71,79.79,28.33,-237993.0,0.0,0.0,143.08
3373,熱映,2020-05-19,2020-05-21,,,2.84,1.36,-8.17,73.82,26.96,-376000.0,0.0,0.0,212.88
9919,康那香,2020-05-12,2020-05-22,,,28.55,-0.63,-13.68,72.83,26.35,452790.0,0.0,0.0,53.55
1732,毛寶,2020-05-20,2020-05-25,,,11.54,-0.34,-0.85,51.57,-3.54,-5000.0,0.0,0.0,28.81
3552,同致,2020-05-20,2020-05-25,,,3.14,-0.34,0.0,58.77,5.01,5000.0,0.0,0.0,-29.6
4128,中天,2020-05-25,2020-05-28,,,-7.36,0.68,-8.99,73.66,32.85,-410000.0,0.0,0.0,24.71
6532,瑞耘,2020-05-18,2020-05-28,,,39.13,1.9,-0.05,80.49,26.26,-94000.0,0.0,0.0,85.04
1325,恆大,2020-05-28,2020-06-01,,,10.3,1.23,0.0,76.42,35.88,-357000.0,-182000.0,0.0,369.31
4736,泰博,2020-05-21,2020-06-02,,,10.33,1.1,-4.42,75.79,25.03,-52093.0,-56000.0,0.0,105.13
4171,瑞基,2020-05-22,2020-06-03,,,-4.05,4.72,-4.67,83.7,42.01,42000.0,0.0,0.0,191.84
6492,生華科,2020-06-04,2020-06-08,,,0.51,1.91,-0.5,60.39,3.2300000000000004,259000.0,0.0,0.0,194.11
1325,恆大,2020-06-02,2020-06-09,,,5.31,4.58,-7.21,83.83,31.65,-7100.0,-330000.0,0.0,369.31
4743,合一,2020-05-25,2020-06-09,,,43.18,7.06,-3.56,83.44,55.089999999999996,468150.0,0.0,0.0,1512.87
1526,日馳,2020-06-08,2020-06-10,,,-7.73,0.96,-11.15,85.08,31.77,-64000.0,0.0,0.0,-19.7
4142,國光生,2020-05-29,2020-06-10,,,11.36,7.13,-13.92,69.3,18.39,1462000.0,-112000.0,0.0,-81.15
4729,熒茂,2020-06-09,2020-06-10,,,0.35,0.72,-1.55,66.82,12.950000000000001,52000.0,0.0,0.0,20.87
3680,家登,2020-06-01,2020-06-11,,,11.46,4.17,0.0,62.29,10.56,366000.0,10000.0,0.0,92.21
2722,夏都,2020-06-10,2020-06-12,,,-12.91,-2.44,-6.33,79.6,21.560000000000002,0.0,0.0,0.0,-55.09
6237,驊訊,2020-06-09,2020-06-16,,,0.77,-1.01,-10.06,87.32,33.79,-161000.0,0.0,0.0,11.3
1467,南緯,2020-06-11,2020-06-22,,,55.72,0.66,0.0,94.31,50.839999999999996,218000.0,0.0,0.0,-41.61
6531,愛普,2020-06-10,2020-06-22,,,39.52,-0.89,-0.76,72.28,21.310000000000002,-510000.0,-10000.0,0.0,53.0
1785,光洋科,2020-06-11,2020-06-23,,,18.02,1.05,-4.88,95.07,52.470000000000006,254000.0,0.0,0.0,39.68
4102,永日,2020-06-22,2020-06-24,,,-5.56,0.84,-7.9,79.74,29.659999999999997,-76000.0,0.0,0.0,24.36
4123,晟德,2020-06-12,2020-06-24,,,11.47,2.44,0.0,73.37,16.950000000000003,-671330.0,0.0,0.0,-77.4
5474,聰泰,2020-06-23,2020-06-24,,,3.48,0.45,-0.05,89.67,47.31,-86000.0,0.0,0.0,61.6
4130,健亞,2020-06-24,2020-06-30,,,4.77,-0.26,-4.39,70.57,13.48,825000.0,0.0,0.0,-5.75
2417,圓剛,2020-06-17,2020-07-01,,,21.6,2.07,-3.38,93.94,43.13,99000.0,0.0,0.0,30.28
4130,健亞,2020-07-01,2020-07-02,,,0.84,1.12,0.0,64.85,9.370000000000001,-379000.0,0.0,0.0,-5.75
4414,如興,2020-06-24,2020-07-02,,,2.28,1.79,-6.56,70.5,17.82,-2601000.0,0.0,0.0,-1.48
3680,家登,2020-06-22,2020-07-06,,,19.21,5.48,-5.27,71.15,8.17,941000.0,1030000.0,0.0,-28.53
4414,如興,2020-07-06,2020-07-07,,,-2.46,-0.1,-4.87,70.2,13.54,-1114000.0,0.0,0.0,-1.48
3176,基亞,2020-06-24,2020-07-08,,,4.53,5.22,-4.15,71.78,18.91,68000.0,0.0,0.0,-65.03
2390,云辰,2020-07-08,2020-07-09,,,17.31,0.23,0.0,71.1,16.220000000000002,78000.0,0.0,0.0,-0.7
4157,F*太景,2020-06-30,2020-07-10,,,35.62,4.72,-4.08,71.18,20.24,87000.0,0.0,0.0,16.79
6209,今國光,2020-07-09,2020-07-10,,,-5.64,-0.96,-10.01,78.7,22.28,-159000.0,0.0,0.0,-31.3
4152,台微體,2020-07-10,2020-07-13,,,-9.82,1.26,-9.5,78.01,24.83,-20000.0,0.0,0.0,43.0
4979,華星光,2020-07-10,2020-07-13,,,-4.13,1.26,-5.45,83.24,30.44,693000.0,0.0,0.0,13.78
3041,揚智,2020-07-13,2020-07-14,,,0.64,0.05,-3.51,70.69,19.39,-4727000.0,0.0,0.0,-19.43
3661,F-世芯,2020-07-02,2020-07-14,,,2.51,3.95,0.0,79.8,29.38,825845.0,-1599000.0,0.0,83.46
4133,亞諾法,2020-07-02,2020-07-14,,,14.57,3.95,0.0,81.34,32.879999999999995,245000.0,0.0,0.0,-2.86
2464,盟立,2020-07-14,2020-07-16,,,-3.1,-0.25,-5.67,80.15,23.28,26000.0,0.0,0.0,-37.92
6683,雍智科技,2020-07-07,2020-07-17,,,1.89,1.27,-6.08,77.66,25.790000000000003,-88050.0,-461000.0,0.0,62.36
2464,盟立,2020-07-17,2020-07-21,,,-1.34,1.79,-1.52,70.73,10.5,306000.0,0.0,0.0,-37.92
6223,旺矽,2020-07-14,2020-07-22,,,1.69,2.43,-11.64,91.61,38.73,-170000.0,269000.0,0.0,16.18
3680,家登,2020-07-13,2020-07-23,,,2.39,2.24,-13.01,67.91,14.280000000000001,294933.0,-39000.0,0.0,35.56
4968,立積,2020-07-14,2020-07-24,,,10.15,1.33,-7.51,84.11,23.76,1909000.0,-181000.0,0.0,90.44
6223,旺矽,2020-07-23,2020-07-24,,,9.46,-0.84,0.0,68.81,17.76,-568655.0,55000.0,0.0,16.18
6477,安集,2020-07-24,2020-07-27,,,-0.95,2.34,-6.71,79.3,23.51,-35000.0,0.0,0.0,321.7
1734,杏輝,2020-07-16,2020-07-28,,,-31.52,3.99,-35.2,63.58,17.52,174000.0,0.0,0.0,-13.11
4157,F*太景,2020-07-21,2020-07-31,,,-3.49,2.61,-18.05,50.47,-11.92,-488000.0,0.0,0.0,26.66
6535,順藥,2020-08-03,2020-08-04,,,-3.49,1.59,-3.63,28.09,-10.81,-75000.0,0.0,0.0,-0.45
1734,杏輝,2020-07-31,2020-08-05,,,8.6,1.19,0.0,24.02,-13.389999999999999,163000.0,0.0,0.0,-13.11
3540,曜越,2020-07-24,2020-08-05,,,7.22,4.31,-12.68,79.02,37.51,-401000.0,-801000.0,0.0,52.21
4743,合一,2020-07-22,2020-08-06,,,15.04,4.13,-23.29,41.33,-35.809999999999995,1096014.0,0.0,0.0,1380.55
1325,恆大,2020-07-28,2020-08-07,,,20.51,2.19,-3.13,55.31,2.19,841900.0,-112000.0,0.0,512.95
6229,研通,2020-08-05,2020-08-11,,,-4.45,-0.03,-8.64,87.91,30.620000000000005,-23000.0,0.0,0.0,44.31
3228,金麗科,2020-08-04,2020-08-12,,,-0.07,-0.04,-4.35,46.46,-1.05,279000.0,0.0,0.0,85.73
5215,科嘉-KY,2020-08-05,2020-08-12,,,-1.72,-0.8,-3.38,61.85,6.79,-88000.0,-113210.0,0.0,85.92
6237,驊訊,2020-08-11,2020-08-12,,,-0.7,-0.77,-2.05,59.09,5.92,467000.0,0.0,0.0,173.9
6589,台康生技,2020-08-11,2020-08-13,,,-3.88,0.07,-9.38,64.66,11.360000000000001,639040.0,0.0,0.0,124.94
3529,力旺,2020-08-10,2020-08-20,,,-5.38,-3.85,-7.04,69.07,11.790000000000001,-425000.0,175300.0,0.0,30.01
3552,同致,2020-08-12,2020-08-24,,,-4.81,-0.03,-12.41,61.62,18.86,-5458000.0,10000.0,0.0,16.04
4128,中天,2020-08-12,2020-08-24,,,4.48,-0.03,-2.14,54.11,2.32,32300.0,0.0,0.0,0.5
4133,亞諾法,2020-08-12,2020-08-24,,,19.53,-0.03,0.0,45.3,-9.879999999999999,-193000.0,0.0,0.0,30.57
1444,力麗,2020-08-24,2020-08-25,,,0.59,0.89,-3.91,62.48,7.51,385000.0,0.0,0.0,-39.08
2417,圓剛,2020-08-13,2020-08-25,,,29.83,0.02,0.0,75.69,18.77,-631000.0,-605000.0,0.0,203.16
3669,圓展,2020-08-24,2020-08-25,,,10.24,0.89,0.0,80.35,36.919999999999995,221000.0,-50000.0,0.0,129.84
4171,瑞基,2020-08-25,2020-08-26,,,-2.45,0.6,-5.32,41.92,-1.9,-114000.0,0.0,0.0,154.19
6140,訊達,2020-08-25,2020-08-26,,,10.98,0.6,0.0,77.85,29.57,364000.0,0.0,0.0,60.09
3218,大學光,2020-08-20,2020-09-01,,,-6.34,2.85,-14.22,86.48,41.93,1533700.0,65000.0,0.0,76.37
6244,茂迪,2020-08-24,2020-09-02,,,19.53,0.48,0.0,84.24,39.37,1466000.0,0.0,0.0,-22.03
3218,大學光,2020-09-02,2020-09-04,,,0.37,-0.46,0.0,68.42,16.36,52000.0,0.0,0.0,76.37
2417,圓剛,2020-08-26,2020-09-07,,,41.58,-1.73,-0.55,78.93,27.66,1315000.0,-62000.0,0.0,203.16
3272,東碩,2020-08-26,2020-09-07,,,38.13,-1.73,0.0,88.43,47.4,-788000.0,0.0,0.0,32.1
1598,岱宇,2020-08-27,2020-09-08,,,12.36,-0.96,-2.53,75.31,24.67,-1011000.0,70000.0,0.0,197.56
6560,欣普羅,2020-09-07,2020-09-08,,,-0.67,0.52,-2.37,75.21,25.95,23000.0,0.0,0.0,119.02
3325,旭品,2020-09-01,2020-09-09,,,3.97,-0.68,-1.04,71.08,17.48,-122000.0,-90000.0,0.0,98.8
6229,研通,2020-09-08,2020-09-09,,,-5.82,-0.43,-3.28,75.29,29.060000000000002,32000.0,0.0,0.0,-12.85
3712,永崴投控,2020-09-08,2020-09-11,,,-5.69,0.1,-5.36,40.78,2.98,487000.0,0.0,0.0,-47.39
3228,金麗科,2020-09-11,2020-09-15,,,-0.52,1.34,-5.54,80.38,19.41,-208000.0,0.0,0.0,145.44
5474,聰泰,2020-09-04,2020-09-16,,,-9.53,2.73,-16.23,73.9,24.65,-184000.0,0.0,0.0,134.31
3228,金麗科,2020-09-16,2020-09-17,,,0.23,-0.64,-0.17,67.33,12.47,-53000.0,0.0,0.0,145.44
6237,驊訊,2020-09-07,2020-09-17,,,-0.5,2.36,-4.81,63.74,21.66,-855000.0,0.0,0.0,173.9
4934,太極,2020-09-09,2020-09-21,,,31.31,1.66,0.0,79.3,25.480000000000004,1117879.0,0.0,0.0,-3.63
4976,佳凌,2020-09-09,2020-09-21,,,15.44,1.66,0.0,76.46,22.55,539000.0,0.0,0.0,0.01
3228,金麗科,2020-09-21,2020-09-22,,,-0.62,-1.17,-0.05,73.14,15.27,170000.0,0.0,0.0,145.44
3686,達能,2020-09-21,2020-09-22,,,-1.99,-1.17,-2.29,65.31,14.44,80000.0,0.0,0.0,14.73
2406,國碩,2020-09-15,2020-09-25,,,12.5,-4.6,0.0,72.57,25.740000000000002,1770742.0,0.0,0.0,36.93
3686,達能,2020-09-25,2020-09-28,,,-4.83,1.88,-8.06,57.87,13.100000000000001,101000.0,0.0,0.0,14.73
3682,亞太,2020-09-17,2020-09-29,,,-3.65,-3.14,-7.96,75.09,20.21,551000.0,-2973.0,0.0,-14.28
6492,生華科,2020-09-17,2020-09-29,,,11.8,-3.14,-3.31,70.13,21.22,-41986.0,-177000.0,0.0,194.11
6233,旺玖,2020-09-22,2020-10-06,,,-2.4,0.47,-8.51,93.4,35.809999999999995,1378000.0,130000.0,0.0,-9.44
8027,鈦昇,2020-09-22,2020-10-06,,,-9.45,0.47,-8.48,68.91,10.61,-102000.0,0.0,0.0,54.01
3713,新晶投控,2020-09-28,2020-10-12,,,-0.04,3.96,-3.03,16.98,-34.37,-67000.0,0.0,0.0,
1337,KY亞塑,2020-09-29,2020-10-14,,,-7.93,3.62,-10.04,65.58,14.85,370000.0,0.0,0.0,6.64
1466,聚隆,2020-10-08,2020-10-19,,,12.18,0.16,-6.67,66.77,16.73,-51000.0,0.0,0.0,-15.22
3228,金麗科,2020-10-13,2020-10-19,,,3.94,-0.3,-1.13,59.55,3.11,-116000.0,0.0,0.0,172.02
5603,陸海,2020-10-16,2020-10-19,,,1.17,1.24,-1.61,83.78,30.36,14300.0,0.0,0.0,27.54
4128,中天,2020-10-07,2020-10-20,,,-1.96,0.91,-5.12,61.41,2.42,-76000.0,0.0,0.0,5.64
3228,金麗科,2020-10-20,2020-10-21,,,1.08,0.12,0.0,50.11,7.13,165000.0,0.0,0.0,172.02
3686,達能,2020-10-19,2020-10-22,,,-1.36,0.07,-2.23,60.68,15.129999999999999,-355000.0,0.0,0.0,6.56
6283,淳安,2020-10-12,2020-10-22,,,-9.09,-0.3,-7.39,87.54,31.75,638000.0,0.0,0.0,68.52
5474,聰泰,2020-10-22,2020-10-23,,,-1.68,-0.14,-2.62,30.09,-11.200000000000001,189000.0,0.0,0.0,274.4
6443,元晶,2020-10-19,2020-10-29,,,9.99,-1.9,-0.89,66.14,14.59,-3417100.0,-8616000.0,0.0,23.55
6477,安集,2020-10-19,2020-10-29,,,11.01,-1.9,-0.58,76.31,30.769999999999996,-10000.0,447000.0,0.0,218.22
3465,祥業,2020-10-29,2020-10-30,,,-2.56,-0.92,-2.22,28.95,-8.540000000000001,-2000.0,0.0,0.0,17708.35
2406,國碩,2020-10-21,2020-11-02,,,1.56,-2.22,-5.34,72.5,26.369999999999997,-700000.0,0.0,0.0,70.34
3691,碩禾,2020-10-22,2020-11-03,,,2.13,-1.4,-0.33,80.36,19.91,-482000.0,0.0,0.0,102.55
5474,聰泰,2020-10-29,2020-11-03,,,4.36,0.58,-1.86,21.2,-8.5,22305.0,0.0,0.0,274.4
6441,廣錠,2020-10-23,2020-11-04,,,5.64,-0.24,-0.38,81.25,10.08,431000.0,-82040.0,0.0,116.5
5603,陸海,2020-10-30,2020-11-11,,,-3.0,5.71,-9.87,79.86,32.74,68000.0,0.0,0.0,27.54
5309,系統電,2020-11-11,2020-11-23,,,2.53,4.65,-0.59,68.23,11.55,2818000.0,227000.0,0.0,33.69
2028,威致,2020-11-23,2020-11-24,,,1.51,-0.51,0.0,79.15,35.27,-20000.0,0.0,0.0,17.95
1414,東和,2020-11-13,2020-11-25,,,3.76,3.51,-0.69,75.0,22.24,-959000.0,0.0,0.0,52.16
6441,廣錠,2020-11-13,2020-11-25,,,6.61,3.51,0.0,43.3,-13.239999999999998,-204000.0,-680000.0,0.0,253.06
2497,怡利電,2020-11-25,2020-11-26,,,10.42,0.78,0.0,81.39,22.42,35000.0,0.0,0.0,0.92
3669,圓展,2020-11-16,2020-11-26,,,0.92,2.17,-2.14,46.8,-3.3300000000000005,2201000.0,0.0,0.0,186.98
2028,威致,2020-11-25,2020-11-30,,,9.28,-0.12,0.0,75.46,25.230000000000004,270000.0,0.0,0.0,17.95
2497,怡利電,2020-11-27,2020-11-30,,,0.32,-1.04,0.0,84.87,30.56,28000.0,0.0,0.0,0.92
3622,洋華,2020-11-26,2020-12-02,,,3.98,1.04,-1.93,90.48,29.87,234000.0,0.0,0.0,-11.49
3666,光耀,2020-11-26,2020-12-02,,,33.4,1.04,-0.53,95.24,37.78,161000.0,0.0,0.0,54.76
6150,撼訊,2020-11-17,2020-12-04,,,16.39,3.97,-3.63,90.93,46.43,526000.0,13000.0,0.0,-17.59
6244,茂迪,2020-12-04,2020-12-08,,,-0.39,1.61,-0.91,60.25,0.8,-5030.0,0.0,0.0,-29.62
3530,晶相光,2020-11-30,2020-12-10,,,4.77,3.84,-5.97,97.09,31.85,780080.0,-91000.0,0.0,102.15
6533,晶心科,2020-11-30,2020-12-10,,,9.7,3.84,-4.24,80.0,36.309999999999995,130000.0,0.0,0.0,29.7
6244,茂迪,2020-12-10,2020-12-11,,,-3.14,0.09,-5.41,52.83,-0.32,1063000.0,0.0,0.0,-29.62
3228,金麗科,2020-12-02,2020-12-14,,,22.31,1.59,-0.96,89.3,50.54,145900.0,0.0,0.0,75.79
5531,鄉林,2020-12-02,2020-12-14,,,-13.04,1.59,-17.76,96.32,55.989999999999995,558931.0,0.0,0.0,-44.93
6244,茂迪,2020-12-14,2020-12-15,,,3.53,-1.0,-0.05,41.92,-6.0600000000000005,-293000.0,0.0,0.0,-22.04
2009,第一銅,2020-12-14,2020-12-16,,,3.59,0.66,-0.05,79.41,23.97,-1113000.0,0.0,0.0,-6.04
5531,鄉林,2020-12-16,2020-12-17,,,3.71,-0.17,0.0,58.75,9.25,1102000.0,0.0,0.0,-48.17
3666,光耀,2020-12-17,2020-12-18,,,-6.06,-0.06,-6.42,74.72,18.83,284000.0,0.0,0.0,53.33
6488,環球晶,2020-12-08,2020-12-18,,,-3.77,-0.62,-5.75,90.79,28.83,1475450.0,-326000.0,0.0,2.3
6443,元晶,2020-12-10,2020-12-22,,,-0.39,-0.35,-6.04,58.88,1.7399999999999998,1419676.0,100000.0,0.0,12.85
2363,矽統,2020-12-11,2020-12-23,,,-1.24,-0.12,-3.16,73.88,19.39,3278729.0,0.0,0.0,23.56
6150,撼訊,2020-12-15,2020-12-25,,,20.53,2.02,-5.93,63.07,13.55,-272000.0,-7000.0,0.0,103.92
2929,淘帝-KY,2020-12-18,2020-12-29,,,5.9,1.56,-0.42,11.33,-37.59,-173000.0,0.0,0.0,-59.9
4961,天鈺,2020-12-21,2020-12-31,,,27.06,2.42,-10.53,95.21,57.26,-2509243.0,0.0,0.0,71.19
5608,四維航,2020-12-28,2021-01-05,,,-4.08,3.57,-5.97,90.5,50.46000000000001,-1048593.0,0.0,0.0,-22.65
5386,青雲,2020-12-24,2021-01-06,,,3.01,4.92,-9.58,71.29,30.14,-184000.0,0.0,0.0,44.75
2009,第一銅,2020-12-29,2021-01-11,,,12.37,7.5,-1.39,83.7,28.76,2814050.0,0.0,0.0,-6.04
4119,旭富,2020-12-31,2021-01-13,,,8.98,7.04,-2.63,11.88,-25.669999999999998,-196440.0,0.0,0.0,10.93
3228,金麗科,2021-01-11,2021-01-14,,,16.88,0.96,0.0,50.87,2.75,12000.0,0.0,0.0,90.4
6237,驊訊,2020-12-30,2021-01-14,,,17.04,6.94,-6.67,83.08,50.64999999999999,3811000.0,0.0,0.0,199.98
6150,撼訊,2021-01-06,2021-01-18,,,0.81,4.2,-12.59,57.14,-2.93,-220000.0,0.0,0.0,103.92
2609,陽明,2021-01-07,2021-01-19,,,-8.93,4.36,-23.64,80.05,34.99,5017200.0,-5537000.0,0.0,29.0
3228,金麗科,2021-01-18,2021-01-20,,,12.6,1.24,0.0,68.98,15.079999999999998,88000.0,8000.0,0.0,135.5
1533,車王電,2021-01-19,2021-01-21,,,-7.83,1.74,-9.88,91.54,46.26,369000.0,0.0,0.0,169.87
4961,天鈺,2021-01-13,2021-01-25,,,10.28,1.12,-0.4,78.24,20.69,-1461995.0,631000.0,0.0,54.27
3552,同致,2021-01-14,2021-01-26,,,11.72,-0.31,-4.99,73.74,27.98,-2170000.0,394000.0,0.0,26.82
3661,F-世芯,2021-01-14,2021-01-26,,,14.39,-0.31,-3.01,78.26,14.77,-162050.0,-90000.0,0.0,16.89
1533,車王電,2021-01-25,2021-01-29,,,27.62,-5.07,0.0,76.5,21.68,476000.0,0.0,0.0,169.87
4760,勤凱,2021-01-20,2021-02-01,,,-7.43,-2.51,-16.51,85.87,21.709999999999997,533000.0,0.0,0.0,69.46
2354,鴻準,2021-01-21,2021-02-02,,,1.24,-2.44,-0.73,78.12,17.06,-6238833.0,-1677.0,0.0,50.9
3685,政翔,2021-01-26,2021-02-04,,,13.03,0.3,-1.99,79.3,26.279999999999998,0.0,0.0,0.0,74.48
3228,金麗科,2021-01-29,2021-02-19,,,23.56,7.95,-7.22,60.65,2.18,56000.0,0.0,0.0,135.5
8024,佑華,2021-02-01,2021-02-22,,,30.09,6.49,-10.39,85.71,34.5,-67000.0,0.0,0.0,5.08
4576,大銀微系統,2021-02-02,2021-02-23,,,37.98,4.34,0.0,70.35,17.36,362000.0,0.0,0.0,31.78
3552,同致,2021-02-04,2021-02-25,,,15.71,4.75,-1.04,62.68,8.39,254980.0,302000.0,0.0,26.82
3138,耀登,2021-02-24,2021-02-26,,,10.38,-1.6,0.0,65.14,19.79,-21695.0,0.0,0.0,20.12
3169,亞信,2021-02-24,2021-03-02,,,18.55,-1.64,-4.44,85.71,50.160000000000004,335000.0,0.0,0.0,132.85
6589,台康生技,2021-02-25,2021-03-02,,,6.38,-3.07,-0.36,85.17,38.26,584900.0,0.0,0.0,86.22
3483,力致,2021-02-25,2021-03-03,,,-2.71,-1.46,-1.44,74.78,21.38,955611.0,-100000.0,0.0,109.77
6547,高端疫苗,2021-02-26,2021-03-03,,,1.05,1.62,-0.05,73.57,33.0,-860884.0,0.0,0.0,316.66
4961,天鈺,2021-02-24,2021-03-09,,,-6.71,-2.22,-8.34,75.29,30.11,-84050.0,-574000.0,0.0,102.21
3078,僑威,2021-03-02,2021-03-12,,,-3.28,1.93,-11.97,77.52,19.29,1539200.0,1080000.0,0.0,208.44
3228,金麗科,2021-03-02,2021-03-12,,,15.33,1.93,-6.39,81.46,30.990000000000002,9000.0,0.0,0.0,152.34
2375,凱美,2021-03-03,2021-03-15,,,0.77,0.23,-13.71,71.32,10.620000000000001,-1217000.0,0.0,0.0,56.18
4162,智擎,2021-03-12,2021-03-15,,,-0.25,-0.04,-1.32,75.19,11.64,-66000.0,0.0,0.0,-70.9
4743,合一,2021-03-03,2021-03-15,,,14.58,0.23,0.0,67.74,11.200000000000001,-2057136.0,0.0,0.0,252.59
6150,撼訊,2021-03-12,2021-03-15,,,5.6,-0.04,0.0,68.57,17.73,285000.0,0.0,0.0,128.14
2743,山富,2021-03-15,2021-03-16,,,2.75,0.39,0.0,75.09,15.55,-12000.0,0.0,0.0,-93.25
6716,應廣,2021-03-15,2021-03-16,,,11.86,0.39,0.0,68.43,23.02,13000.0,0.0,0.0,53.46
6541,泰福-KY,2021-03-15,2021-03-18,,,14.41,0.37,0.0,75.35,17.7,-111500.0,0.0,0.0,
3552,同致,2021-03-09,2021-03-19,,,25.0,1.5,0.0,39.05,-19.55,-143000.0,12000.0,0.0,84.71
4571,鈞興-KY,2021-03-15,2021-03-22,,,2.84,-0.24,-4.92,82.28,33.379999999999995,-72000.0,0.0,0.0,140.38
8085,福華,2021-03-19,2021-03-22,,,3.87,0.74,0.0,74.93,30.09,595000.0,0.0,0.0,9.58
8099,大世科,2021-03-17,2021-03-22,,,6.8,-0.16,-8.43,94.82,51.790000000000006,84900.0,0.0,0.0,-11.59
